Sector,Outcome,Output,Area,Partner,Category,Value
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Beirut,UNHABITAT,Stabilization,82500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Beirut,Save the Children,Stabilization,105000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,IOCC,Refugee,75000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,ACF,Refugee,125000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,Save the Children,Refugee,315000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,IOCC,Stabilization,75000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,ACF,Stabilization,125000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,Save the Children,Stabilization,315000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,UNRWA,Refugee,6250
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,UNHABITAT,Refugee,165000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,UNRWA,Stabilization,6250
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,UNHABITAT,Stabilization,165000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,IOCC,Refugee,76000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,UNHABITAT,Refugee,82500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,CISP   Lebanon,Refugee,100000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,IOCC,Stabilization,76000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,UNHABITAT,Stabilization,82500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,CISP   Lebanon,Stabilization,100000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Akkar,Save the Children,Refugee,8400
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Akkar,Save the Children,Stabilization,84000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Beirut,UNHABITAT,Refugee,1000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Beirut,Save the Children,Refugee,4200
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Beirut,UNICEF,Refugee,100000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Beirut,UNHABITAT,Stabilization,21000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Beirut,Save the Children,Stabilization,42000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Beirut,UNICEF,Stabilization,600000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,IOCC,Refugee,750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,Intersos,Refugee,9000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,GVC Lebanon,Refugee,15000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,UNICEF,Refugee,100000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,IOCC,Stabilization,750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,Intersos,Stabilization,63000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,GVC Lebanon,Stabilization,135000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,UNICEF,Stabilization,600000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Countrywide,NRC,Refugee,3500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Countrywide,NRC,Stabilization,16100
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,South,UNHABITAT,Refugee,2500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,South,Intersos,Refugee,9000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,South,UNICEF,Refugee,100000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,South,UNHABITAT,Stabilization,22500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,South,Intersos,Stabilization,63000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,South,UNICEF,Stabilization,600000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Tripoli,IOCC,Refugee,750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Tripoli,UNHABITAT,Refugee,2500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Tripoli,UNICEF,Refugee,100000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Tripoli,IOCC,Stabilization,750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Tripoli,UNHABITAT,Stabilization,22500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Tripoli,UNICEF,Stabilization,600000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,SIF,Stabilization,23500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,Mercy Corps,Stabilization,25000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,ACF,Stabilization,72000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,OXFAM,Stabilization,200000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Countrywide,UNDP,Stabilization,1000000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Countrywide,MEW,Stabilization,700000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,South,Mercy Corps,Stabilization,25000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Beirut,CARE,Stabilization,45000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Bekaa,CARE,Stabilization,27600
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Tripoli,CARE,Stabilization,45000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,South,UNRWA,Stabilization,30000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.4 Water management,Tripoli,UNRWA,Stabilization,20000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,PU AMI,Refugee,7363
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,UNHCR,Refugee,3183.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,ANERA,Refugee,75195
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,CONCERN,Refugee,27930
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,ACTED,Refugee,27600
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,Save the Children,Refugee,166173
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,UNICEF,Refugee,140792.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,PU AMI,Stabilization,7363
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,UNHCR,Stabilization,3183.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,ANERA,Stabilization,75195
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,CONCERN,Stabilization,27930
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,ACTED,Stabilization,27600
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,Save the Children,Stabilization,166173
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Akkar,UNICEF,Stabilization,140792.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,PU AMI,Refugee,982
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,Makhzoumi,Refugee,1650
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,SIF,Refugee,9925
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,ACTED,Refugee,41400
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,Save the Children,Refugee,166173
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,UNHCR,Refugee,87624.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,UNICEF,Refugee,744440
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,PU AMI,Stabilization,982
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,Makhzoumi,Stabilization,1650
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,SIF,Stabilization,9925
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,ACTED,Stabilization,41400
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,Save the Children,Stabilization,166173
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,UNHCR,Stabilization,87624.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Beirut,UNICEF,Stabilization,744440
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,IOCC,Refugee,22900
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,GVC Lebanon,Refugee,26000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,ACF,Refugee,24750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,Mercy Corps,Refugee,29500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,Medair Lebanon,Refugee,36000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,UNICEF,Refugee,336905
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,WVI,Refugee,284144
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,Save the Children,Refugee,427065
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,UNHCR,Refugee,211375.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,OXFAM,Refugee,356500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,IOCC,Stabilization,22900
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,GVC Lebanon,Stabilization,26000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,ACF,Stabilization,24750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,Mercy Corps,Stabilization,29500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,Medair Lebanon,Stabilization,36000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,UNICEF,Stabilization,336905
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,WVI,Stabilization,284144
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,Save the Children,Stabilization,427065
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,UNHCR,Stabilization,211375.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Bekaa,OXFAM,Stabilization,356500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Countrywide,NRC,Refugee,290000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Countrywide,NRC,Stabilization,290000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,PU AMI,Refugee,1472.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,AVSI,Refugee,65000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,Solidar Suisse,Refugee,27750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,Mercy Corps,Refugee,33000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,Intersos,Refugee,65000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,UNICEF,Refugee,281887.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,UNHCR,Refugee,86212
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,PU AMI,Stabilization,1472.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,AVSI,Stabilization,65000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,Solidar Suisse,Stabilization,27750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,Mercy Corps,Stabilization,33000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,Intersos,Stabilization,65000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,UNICEF,Stabilization,281887.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,South,UNHCR,Stabilization,86212
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,IOCC,Refugee,23000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,CISP   Lebanon,Refugee,5000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,SI,Refugee,15000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,OXFAM,Refugee,26820
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,UNHCR,Refugee,49800
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,UNICEF,Refugee,279457.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,IOCC,Stabilization,23000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,CISP   Lebanon,Stabilization,5000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,SI,Stabilization,15000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,OXFAM,Stabilization,26820
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 3 Hygiene practices are adapted,WSH- 3.1 Hygiene promotion,Tripoli,UNHCR,Stabilization,49800
