DumpTotal,Sector,Outcome,,Output,Activity,Area,Partner,Value
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Beirut,UNRWA,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Beirut,WVI,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Bekaa,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Bekaa,OXFAM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Bekaa,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Bekaa,WVI,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,South,IOM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,South,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,South,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,South,WVI,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Tripoli,ACTED,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Tripoli,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Tripoli,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Tripoli,OXFAM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Tripoli,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Tripoli,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Akkar,ACTED,330000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Akkar,ANERA,25000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Akkar,DRC,135000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Akkar,RET,12000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Akkar,UNDP,93943.11
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Akkar,UNHCR,1985591.555
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Akkar,WVI,75000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Beirut,ACTED,330000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Beirut,CLMC Lebanon,600000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Beirut,Intersos,45000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Beirut,RET,42000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Beirut,UNDP,96677.16
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Beirut,UNHABITAT,225000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Bekaa,ActionAid,10000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Bekaa,DRC,270000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Bekaa,Intersos,90000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Bekaa,OXFAM,250000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Bekaa,SFCG,62500
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Bekaa,UNDP,65000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Bekaa,UNHCR,3017015.14
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Bekaa,UNRWA,13320
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Bekaa,WVI,75000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Countrywide,UNRWA,16650
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,ANERA,25000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,DRC,135000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,Intersos,90000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,IOM,250000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,OXFAM,50000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,Solidar Suisse,125000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,UNDP,11864.99
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,UNHABITAT,225000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,UNHCR,941688.085
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,UNRWA,179820
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,South,WVI,75000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Tripoli,ACTED,330000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Tripoli,DRC,135000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Tripoli,Mercy Corps,250000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Tripoli,OXFAM,250000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Tripoli,RET,36000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Tripoli,UNHABITAT,225000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Tripoli,UNHCR,1214890.805
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,5. Support immediate needs of HC & Ref by CSPs,Tripoli,UNRWA,66600
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,1. Engage media to build  SC,Bekaa,ActionAid,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,1. Engage media to build  SC,Countrywide,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,2. Support Leb Civl Soci to cond SC initatives,Akkar,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,2. Support Leb Civl Soci to cond SC initatives,Bekaa,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,2. Support Leb Civl Soci to cond SC initatives,Countrywide,OXFAM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,2. Support Leb Civl Soci to cond SC initatives,Countrywide,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,2. Support Leb Civl Soci to cond SC initatives,Countrywide,UNRWA,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,2. Support Leb Civl Soci to cond SC initatives,South,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,2. Support Leb Civl Soci to cond SC initatives,Tripoli,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,2. Support Leb Civl Soci to cond SC initatives,Tripoli,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,3. Support ME in integrating SC to Ed channels,Countrywide,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,"4. Support MOS, MoI & Munci in work with Lis",Countrywide,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,"4. Support MOS, MoI & Munci in work with Lis",Countrywide,UNESCO,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,5. Support Gov to mitig impact of crisis on SC,Countrywide,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,6. Support Civil-Mili coorp to enhanc stability,Countrywide,International Alert,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.3 Nat instit cap for SC strengthened,6. Support Civil-Mili coorp to enhanc stability,Countrywide,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,1. Inform the resp on the evolution of tensions,Beirut,Intersos,750
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,1. Inform the resp on the evolution of tensions,Bekaa,ActionAid,2500
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,1. Inform the resp on the evolution of tensions,Bekaa,Intersos,1500
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,1. Inform the resp on the evolution of tensions,Bekaa,SFCG,5000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,1. Inform the resp on the evolution of tensions,Countrywide,International Alert,25000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,1. Inform the resp on the evolution of tensions,Countrywide,OXFAM,6250
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,1. Inform the resp on the evolution of tensions,Countrywide,RET,45000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,1. Inform the resp on the evolution of tensions,Countrywide,UNDP,46250
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,1. Inform the resp on the evolution of tensions,Countrywide,WVI,37500
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,1. Inform the resp on the evolution of tensions,South,Intersos,1500
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,"2. Capacity building for INGs, L&NNGOs",Beirut,Intersos,2400
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,"2. Capacity building for INGs, L&NNGOs",Bekaa,Intersos,4800
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,"2. Capacity building for INGs, L&NNGOs",Countrywide,International Alert,60000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,"2. Capacity building for INGs, L&NNGOs",Countrywide,OXFAM,10000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,"2. Capacity building for INGs, L&NNGOs",Countrywide,RET,14400
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,"2. Capacity building for INGs, L&NNGOs",Countrywide,UNHCR,96000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,"2. Capacity building for INGs, L&NNGOs",Countrywide,WVI,60000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,"2. Capacity building for INGs, L&NNGOs",South,ACF,20000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.4 Social cohesion mainstreamed,"2. Capacity building for INGs, L&NNGOs",South,Intersos,4800
SUM of Selected,Water & Sanitation (WSH),WSH- 1 Access to water is ensured,,WSH- 1.1 Water supply,1. Water trucking using vouchers or other modality,Akkar,CONCERN,416652
SUM of Selected,Water & Sanitation (WSH),WSH- 1 Access to water is ensured,,WSH- 1.1 Water supply,1. Water trucking using vouchers or other modality,Akkar,PU-AMI,17861
SUM of Selected,Water & Sanitation (WSH),WSH- 1 Access to water is ensured,,WSH- 1.1 Water supply,1. Water trucking using vouchers or other modality,Akkar,UNICEF,94191
SUM of Selected,Water & Sanitation (WSH),WSH- 1 Access to water is ensured,,WSH- 1.1 Water supply,1. Water trucking using vouchers or other modality,Beirut,PU-AMI,2381
